what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1476366539915
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1476366539916
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1476366539917
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1476366539917
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1476366539917
started,bundle,org.hibernate.eclipse,3.3.1.v201006011046R-H111-GA,"org.hibernate.eclipse",1476366539917
started,bundle,org.hibernate.eclipse.console,3.3.1.v201006011046R-H111-GA,"org.hibernate.eclipse.console",1476366539930
started,bundle,org.hibernate.eclipse.jdt.ui,3.3.1.v201006011046R-H111-GA,"org.hibernate.eclipse.jdt.ui",1476366539930
started,bundle,org.jboss.ide.eclipse.as.core,2.1.1.v201006011046R-H111-GA,"org.jboss.ide.eclipse.as.core",1476366539930
started,bundle,org.jboss.ide.eclipse.as.ui,2.1.1.v201006011046R-H111-GA,"org.jboss.ide.eclipse.as.ui",1476366539931
started,bundle,org.jboss.tools.common,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.common",1476366539931
started,bundle,org.jboss.tools.common.model,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.common.model",1476366539931
started,bundle,org.jboss.tools.jmx.core,1.1.1.v201006011046R-H111-GA,"org.jboss.tools.jmx.core",1476366539932
started,bundle,org.jboss.tools.vpe,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.vpe",1476366539932
started,bundle,org.jboss.tools.vpe.xulrunner,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.vpe.xulrunner",1476366539940
os,sysinfo,,,"linux",1476366539942
arch,sysinfo,,,"x86_64",1476366539942
ws,sysinfo,,,"gtk",1476366539942
locale,sysinfo,,,"zh_CN",1476366539942
processors,sysinfo,,,"2",1476366539942
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1476366539942
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1476366539942
java.specification.name,sysinfo,,,"Java Platform API Specification",1476366539942
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1476366539942
java.specification.version,sysinfo,,,"1.6",1476366539943
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1476366539943
java.version,sysinfo,,,"1.6.0_45",1476366539943
java.vm.info,sysinfo,,,"mixed mode",1476366539943
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1476366539943
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1476366539943
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1476366539943
java.vm.specification.version,sysinfo,,,"1.0",1476366539943
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1476366539943
java.vm.version,sysinfo,,,"20.45-b01",1476366539943
started,bundle,org.jboss.tools.jst.web.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.web.ui",1476366540011
started,bundle,org.jboss.tools.common.projecttemplates,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.common.projecttemplates",1476366541020
started,bundle,org.jboss.tools.jst.web,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.web",1476366541021
started,bundle,org.jboss.tools.jsf.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.ui",1476366541028
started,bundle,org.jboss.tools.struts.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.struts.ui",1476366541031
started,bundle,org.jboss.tools.common.verification.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.common.verification.ui",1476366541040
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1476366541123
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1476366555843
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1476366555928
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1476366557153
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1476366558769
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1476366561009
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1476366561009
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1476366561010
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1476366561011
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.102.v200807232000,"org.eclipse.jst.ws.axis2.consumption.ui",1476366561011
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.105.v200901220134,"org.eclipse.jst.ws.axis2.creation.core",1476366561012
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.consumption.core",1476366561012
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.302.v200905260749,"org.eclipse.jst.ws.axis2.ui",1476366561012
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.core",1476366561013
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.409.v200911241856,"org.eclipse.jst.ws.creation.ui",1476366561015
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.106.v200911241851,"org.eclipse.jst.ws.consumption.ui",1476366561016
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.408.v200911241817,"org.eclipse.jst.ws.consumption",1476366561017
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.400.v200901261650,"org.eclipse.jst.ws.uddiregistry",1476366561018
stopped,bundle,org.eclipse.jst.ws.ui,1.0.402.v200903111822,"org.eclipse.jst.ws.ui",1476366561019
stopped,bundle,org.eclipse.jst.ws,1.0.407.v200905191120,"org.eclipse.jst.ws",1476366561019
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.408.v200911241806,"org.eclipse.wst.ws.explorer",1476366561020
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.202.v200904271449,"org.eclipse.wst.wsdl.ui",1476366561021
stopped,bundle,org.eclipse.wst.ws.ui,1.1.100.v200903112221,"org.eclipse.wst.ws.ui",1476366561023
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1476366561024
stopped,bundle,org.eclipse.wst.wsi,1.0.305.v200902181431,"org.eclipse.wst.wsi",1476366561025
stopped,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1476366561027
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.300.v200902052230,"org.eclipse.jst.j2ee.webservice.ui",1476366561027
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.300.v200901220600,"org.eclipse.jst.j2ee.webservice",1476366561028
stopped,bundle,org.eclipse.wst.ws.parser,1.0.402.v200901220107,"org.eclipse.wst.ws.parser",1476366561029
stopped,bundle,commonj.sdo,2.1.1.v200905221342,"commonj.sdo",1476366561032
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.2.2.v201001260400,"org.eclipse.datatools.enablement.oda.ws.ui",1476366561032
stopped,bundle,org.eclipse.datatools.enablement.oda.ws,1.2.2.v201001131420,"org.eclipse.datatools.enablement.oda.ws",1476366561033
stopped,bundle,org.eclipse.wst.wsdl,1.2.2.v200911111930,"org.eclipse.wst.wsdl",1476366561035
stopped,bundle,org.eclipse.wst.wsdl.validation,1.1.402.v200911251542,"org.eclipse.wst.wsdl.validation",1476366561036
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.jaxp.debug.ui",1476366561036
stopped,bundle,org.eclipse.wst.xsl.ui,1.0.100.v200907172129,"org.eclipse.wst.xsl.ui",1476366561041
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.0.0.v200904240436,"org.eclipse.wst.xml.xpath.ui",1476366561042
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1476366561042
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.0.v200904240436,"org.eclipse.wst.xsl.jaxp.launching",1476366561045
stopped,bundle,org.eclipse.wst.xsl.launching,1.0.0.v200904241348,"org.eclipse.wst.xsl.launching",1476366561049
stopped,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1476366561051
stopped,bundle,org.eclipse.datatools.enablement.oda.xml.ui,1.2.1.v201001191820,"org.eclipse.datatools.enablement.oda.xml.ui",1476366561052
stopped,bundle,org.eclipse.datatools.enablement.oda.xml,1.2.1.v201001151620,"org.eclipse.datatools.enablement.oda.xml",1476366561052
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.0.v20090525,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1476366561052
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui",1476366561054
stopped,bundle,org.jboss.tools.seam.text.ext,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.seam.text.ext",1476366561057
stopped,bundle,org.jboss.tools.seam.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.seam.ui",1476366561058
stopped,bundle,org.jboss.tools.seam.core,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.seam.core",1476366561058
stopped,bundle,org.eclipse.jst.jsf.ui,1.2.3.v201001271707,"org.eclipse.jst.jsf.ui",1476366561058
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.1.4.v20100203,"org.eclipse.jst.pagedesigner.jsf.ui",1476366561059
stopped,bundle,org.eclipse.jst.pagedesigner,1.2.3.v20100211,"org.eclipse.jst.pagedesigner",1476366561061
stopped,bundle,org.eclipse.jst.jsf.core,1.2.5.v201001271707,"org.eclipse.jst.jsf.core",1476366561061
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.1.1.v20081209,"org.eclipse.jst.jsf.common.ui",1476366561062
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.1.205.v201002101327,"org.eclipse.jst.jsf.standard.tagsupport",1476366561063
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.1.3.v201002111131,"org.eclipse.jst.pagedesigner.jsp.core",1476366561064
stopped,bundle,org.eclipse.jst.jsf.common,1.1.9.v201001271707,"org.eclipse.jst.jsf.common",1476366561071
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.200.v200904140255,"org.eclipse.wst.jsdt.web.support.jsp",1476366561072
stopped,bundle,org.jboss.tools.jsf.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.ui",1476366561072
stopped,bundle,org.jboss.tools.jsf.vpe.ajax4jsf,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.vpe.ajax4jsf",1476366561072
stopped,bundle,org.jboss.tools.jsf.vpe.facelets,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.vpe.facelets",1476366561073
stopped,bundle,org.jboss.tools.jsf.vpe.jstl,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.vpe.jstl",1476366561073
stopped,bundle,org.jboss.tools.jsf.vpe.seam,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.vpe.seam",1476366561073
stopped,bundle,org.jboss.tools.jsf.vpe.jsf,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.vpe.jsf",1476366561074
stopped,bundle,org.jboss.tools.jsf.vpe.myfaces,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.vpe.myfaces",1476366561074
stopped,bundle,org.jboss.tools.jsf.vpe.richfaces,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.vpe.richfaces",1476366561075
stopped,bundle,org.jboss.tools.jst.css,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.css",1476366561076
stopped,bundle,org.jboss.tools.cdi.xml.ui,1.0.1.v201006011046R-H111-GA,"org.jboss.tools.cdi.xml.ui",1476366561076
stopped,bundle,org.jboss.tools.jst.web.tiles.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.web.tiles.ui",1476366561077
stopped,bundle,org.jboss.tools.seam.ui.pages,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.seam.ui.pages",1476366561077
stopped,bundle,org.jboss.tools.seam.xml.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.seam.xml.ui",1476366561078
stopped,bundle,org.jboss.tools.struts.validator.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.struts.validator.ui",1476366561078
stopped,bundle,org.jboss.tools.struts.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.struts.ui",1476366561078
stopped,bundle,org.jboss.tools.jst.web.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.web.ui",1476366561078
stopped,bundle,org.jboss.tools.struts.vpe.struts,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.struts.vpe.struts",1476366561078
stopped,bundle,org.jboss.tools.vpe.docbook,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.vpe.docbook",1476366561079
stopped,bundle,org.jboss.tools.vpe.html,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.vpe.html",1476366561079
stopped,bundle,org.jboss.tools.vpe.jsp,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.vpe.jsp",1476366561079
stopped,bundle,org.jboss.tools.vpe,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.vpe",1476366561080
stopped,bundle,org.jboss.tools.vpe.ui.palette,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.vpe.ui.palette",1476366561080
stopped,bundle,org.jboss.tools.jst.jsp,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.jsp",1476366561081
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.ui",1476366561082
stopped,bundle,org.jboss.tools.cdi.text.ext,1.0.1.v201006011046R-H111-GA,"org.jboss.tools.cdi.text.ext",1476366561082
stopped,bundle,org.jboss.tools.cdi.ui,1.0.1.v201006011046R-H111-GA,"org.jboss.tools.cdi.ui",1476366561083
stopped,bundle,org.jboss.tools.cdi.core,1.0.1.v201006011046R-H111-GA,"org.jboss.tools.cdi.core",1476366561083
stopped,bundle,org.jboss.tools.jsf.text.ext.facelets,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.text.ext.facelets",1476366561084
stopped,bundle,org.jboss.tools.jsf.text.ext.richfaces,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.text.ext.richfaces",1476366561084
stopped,bundle,org.jboss.tools.jsf.text.ext,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.text.ext",1476366561084
stopped,bundle,org.jboss.tools.jsf.verification,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf.verification",1476366561085
stopped,bundle,org.jboss.tools.jsf,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jsf",1476366561085
stopped,bundle,org.jboss.tools.struts.text.ext,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.struts.text.ext",1476366561087
stopped,bundle,org.jboss.tools.jst.text.ext,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.text.ext",1476366561088
stopped,bundle,org.jboss.tools.jst.web.kb,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.web.kb",1476366561088
stopped,bundle,org.jboss.tools.common.el.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.common.el.ui",1476366561088
stopped,bundle,org.jboss.tools.vpe.resref,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.vpe.resref",1476366561089
stopped,bundle,org.jboss.tools.common.resref.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.common.resref.ui",1476366561089
stopped,bundle,org.jboss.tools.common.verification.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.common.verification.ui",1476366561089
stopped,bundle,org.jboss.tools.hibernate.xml.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.hibernate.xml.ui",1476366561090
stopped,bundle,org.jboss.tools.common.model.ui,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.common.model.ui",1476366561090
stopped,bundle,org.jboss.tools.common.text.ext,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.common.text.ext",1476366561091
stopped,bundle,org.jboss.tools.cdi.xml,1.0.1.v201006011046R-H111-GA,"org.jboss.tools.cdi.xml",1476366561091
stopped,bundle,org.jboss.tools.struts.verification,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.struts.verification",1476366561091
stopped,bundle,org.jboss.tools.struts,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.struts",1476366561092
stopped,bundle,org.jboss.tools.jst.web.tiles,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.web.tiles",1476366561092
stopped,bundle,org.jboss.tools.jst.web.verification,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.web.verification",1476366561092
stopped,bundle,org.jboss.tools.seam.pages.xml,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.seam.pages.xml",1476366561097
stopped,bundle,org.jboss.tools.seam.xml,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.seam.xml",1476366561104
stopped,bundle,org.jboss.tools.jst.web,3.1.1.v201006011046R-H111-GA,"org.jboss.tools.jst.web",1476366561104
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1476366661663
started,bundle,org.eclipse.osgi,3.5.2.R35x_v20100126,"org.eclipse.osgi",1476366661664
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.101.R35x_v20090807-1100,"org.eclipse.equinox.simpleconfigurator",1476366661664
started,bundle,com.ibm.icu,4.0.1.v20090822,"com.ibm.icu",1476366661665
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1476366661665
started,bundle,org.eclipse.core.contenttype,3.4.1.R35x_v20090826-0451,"org.eclipse.core.contenttype",1476366661665
started,bundle,org.eclipse.core.databinding.observable,1.2.0.M20090902-0800,"org.eclipse.core.databinding.observable",1476366661666
started,bundle,org.eclipse.core.expressions,3.4.101.R35x_v20100209,"org.eclipse.core.expressions",1476366661666
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1476366661666
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1476366661672
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1476366661673
started,bundle,org.eclipse.core.net,1.2.1.r35x_20090812-1200,"org.eclipse.core.net",1476366661678
started,bundle,org.eclipse.core.resources,3.5.2.R35x_v20091203-1235,"org.eclipse.core.resources",1476366661679
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1476366661684
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1476366661685
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20090413,"org.eclipse.core.runtime.compatibility.auth",1476366661685
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1476366661685
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1476366661686
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1476366661688
started,bundle,org.eclipse.ecf.filetransfer,3.0.0.v20090831-1906,"org.eclipse.ecf.filetransfer",1476366661690
started,bundle,org.eclipse.emf.common,2.5.0.v200906151043,"org.eclipse.emf.common",1476366661690
started,bundle,org.eclipse.emf.ecore,2.5.0.v200906151043,"org.eclipse.emf.ecore",1476366661690
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.1.R201001291118,"org.eclipse.epp.usagedata.gathering",1476366661690
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1476366661690
started,bundle,org.eclipse.equinox.app,1.2.1.R35x_v20091203,"org.eclipse.equinox.app",1476366661690
started,bundle,org.eclipse.equinox.common,3.5.1.R35x_v20090807-1100,"org.eclipse.equinox.common",1476366661691
started,bundle,org.eclipse.equinox.ds,1.1.1.R35x_v20090806,"org.eclipse.equinox.ds",1476366661691
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1476366661697
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.101.R35x_v20091214,"org.eclipse.equinox.frameworkadmin.equinox",1476366661708
started,bundle,org.eclipse.equinox.p2.core,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.core",1476366661709
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1476366661711
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1476366661713
started,bundle,org.eclipse.equinox.p2.engine,1.0.102.R35x_v20091117,"org.eclipse.equinox.p2.engine",1476366661714
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1476366661714
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1476366661715
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1476366661716
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1476366661717
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1476366661718
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1476366661720
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1476366661720
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1476366661721
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1476366661721
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1476366661722
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1476366661726
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1476366661726
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1476366661729
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1476366661729
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1476366661729
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1476366661732
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1476366661732
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1476366661732
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1476366661732
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1476366661732
started,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1476366661733
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1476366661733
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1476366661739
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.1.v200911141836,"org.eclipse.jst.common.project.facet.core",1476366661739
started,bundle,org.eclipse.jst.jsf.common,1.1.9.v201001271707,"org.eclipse.jst.jsf.common",1476366661741
started,bundle,org.eclipse.jst.jsf.core,1.2.5.v201001271707,"org.eclipse.jst.jsf.core",1476366661742
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1476366661742
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1476366661743
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1476366661743
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1476366661743
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1476366661743
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1476366661744
